rep,seed,cell,fit_spec,n_models,n_items,n_obs,true_rho,true_effect,true_slope_sd,true_tau_model,true_tau_item,dataset_sha256,realized_corr,overall_self_prop,min_model_n_self,min_model_n_control,min_model_self_prop,max_model_self_prop,median_model_self_prop,corr_model_selfprop_X,min_within_self_ss,median_within_self_ss,total_within_self_ss,rho_model_realized,p_min,p_max,pct_outcome_p_below_05,pct_outcome_p_above_95,fit_error,r_fit_spec,converged,singular,warnings,estimate,se,p_value,ci_low,ci_high,rejected_at_05,bias,ci_covers_truth,model_intercept_sd,model_slope_sd,model_intercept_slope_corr,item_intercept_sd,model_cov_min_eigenvalue,theta,theta_lower,singular_component,slope_zero,model_intercept_zero,item_intercept_zero,corr_boundary
16,92623016,P6_C_HIGH_RHO0,M1,100,400,40000,0.0,0.1,0.02,0.03,0.03,ca97ff7ad283b7ac967cf3bc2113b5c6f355acb076d3bb2d6538e26f592154e4,1.1127715174248118e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,-0.026143484043749596,0.5229656649675732,0.739185702235437,0.0,0.0,,M1,True,True,[],0.0911,0.0211,0.0,0.0498,0.1324,True,-0.0089,True,0.0,0.0345,NaN,0.026,0.0,"[0.026, 0, -0.0343, 0.0033]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,False,True,False,False
16,92623016,P6_C_HIGH_RHO0,M2,100,400,40000,0.0,0.1,0.02,0.03,0.03,ca97ff7ad283b7ac967cf3bc2113b5c6f355acb076d3bb2d6538e26f592154e4,1.1127715174248118e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,-0.026143484043749596,0.5229656649675732,0.739185702235437,0.0,0.0,,M2,True,True,[],0.0911,0.0211,0.0,0.0498,0.1324,True,-0.0089,True,4.24e-07,0.0345,NA,0.026,1.7978e-13,"[0.026, 4.24e-07, 0.0345]","[0, 0, 0]",model_intercept_sd_zero,False,True,False,False
16,92623016,P6_D_HIGH_RHO30,M1,100,400,40000,0.3,0.1,0.02,0.03,0.03,082299a79df25b783ad67c240baec0e27cdebb726b4d25453a2a78f81d0401b1,1.1127715174248118e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.2637390886426155,0.5229656649675732,0.740297817930154,0.0,0.0,,M1,True,True,[],0.0913,0.0211,0.0,0.05,0.1326,True,-0.0087,True,0.0,0.0332,NaN,0.0287,0.0,"[0.0287, 0, -0.0313, 0.011]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,False,True,False,False
16,92623016,P6_D_HIGH_RHO30,M2,100,400,40000,0.3,0.1,0.02,0.03,0.03,082299a79df25b783ad67c240baec0e27cdebb726b4d25453a2a78f81d0401b1,1.1127715174248118e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.2637390886426155,0.5229656649675732,0.740297817930154,0.0,0.0,,M2,True,True,[],0.0913,0.0211,0.0,0.05,0.1326,True,-0.0087,True,8.1616e-07,0.0332,NA,0.0287,6.6612e-13,"[0.0287, 8.1616e-07, 0.0332]","[0, 0, 0]",model_intercept_sd_zero,False,True,False,False
17,92623017,P6_A_LOW_RHO0,M1,24,100,2400,0.0,0.1,0.02,0.03,0.03,2c8be861033e38feb636e11550f117c6686077b15719fd7dcdb7d2015db4a480,5.863874828158781e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.02515404336679594,0.541392254058173,0.7474087555000276,0.0,0.0,,M1,True,True,boundary (singular) fit: see help('isSingular'),0.1948,0.085,0.022,0.0281,0.3614,True,0.0948,True,9.2033e-07,3.0835e-06,-1,0.0,0.0,"[0, 9.2033e-07, -3.0835e-06, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,True,True,True,True
17,92623017,P6_A_LOW_RHO0,M2,24,100,2400,0.0,0.1,0.02,0.03,0.03,2c8be861033e38feb636e11550f117c6686077b15719fd7dcdb7d2015db4a480,5.863874828158781e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.02515404336679594,0.541392254058173,0.7474087555000276,0.0,0.0,,M2,True,True,boundary (singular) fit: see help('isSingular'),0.1948,0.085,0.022,0.0281,0.3614,True,0.0948,True,0.0,0.0,NA,0.0,0.0,"[0, 0, 0]","[0, 0, 0]",model_slope_sd_zero,True,True,True,False
17,92623017,P6_B_LOW_RHO30,M1,24,100,2400,0.3,0.1,0.02,0.03,0.03,2c8be861033e38feb636e11550f117c6686077b15719fd7dcdb7d2015db4a480,5.863874828158781e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.32025708010316234,0.541392254058173,0.7475399935322089,0.0,0.0,,M1,True,True,boundary (singular) fit: see help('isSingular'),0.1948,0.085,0.022,0.0281,0.3614,True,0.0948,True,9.2033e-07,3.0835e-06,-1,0.0,0.0,"[0, 9.2033e-07, -3.0835e-06, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,True,True,True,True
17,92623017,P6_B_LOW_RHO30,M2,24,100,2400,0.3,0.1,0.02,0.03,0.03,2c8be861033e38feb636e11550f117c6686077b15719fd7dcdb7d2015db4a480,5.863874828158781e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.32025708010316234,0.541392254058173,0.7475399935322089,0.0,0.0,,M2,True,True,boundary (singular) fit: see help('isSingular'),0.1948,0.085,0.022,0.0281,0.3614,True,0.0948,True,0.0,0.0,NA,0.0,0.0,"[0, 0, 0]","[0, 0, 0]",model_slope_sd_zero,True,True,True,False
17,92623017,P6_C_HIGH_RHO0,M1,100,400,40000,0.0,0.1,0.02,0.03,0.03,b7242b6b15b8dc135a423d9b4bb88eccff9705fd9b022d6b813cd6fc6249dbf3,-3.038689732994338e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.08396951443482464,0.5204452686786932,0.7539696134533495,0.0,0.0,,M1,True,True,[],0.1016,0.021,1.3122e-06,0.0604,0.1428,True,0.0016,True,0.0475,0.0287,-1,0.0112,0.0,"[0.0112, 0.0475, -0.0287, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,False,False,False,True
17,92623017,P6_C_HIGH_RHO0,M2,100,400,40000,0.0,0.1,0.02,0.03,0.03,b7242b6b15b8dc135a423d9b4bb88eccff9705fd9b022d6b813cd6fc6249dbf3,-3.038689732994338e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.08396951443482464,0.5204452686786932,0.7539696134533495,0.0,0.0,,M2,True,True,[],0.1018,0.0208,9.8314e-07,0.0611,0.1426,True,0.0018,True,0.0301,1.9676e-07,NA,0.0108,3.8713e-14,"[0.0108, 0.0301, 1.9676e-07]","[0, 0, 0]",model_slope_sd_zero,True,False,False,False
17,92623017,P6_D_HIGH_RHO30,M1,100,400,40000,0.3,0.1,0.02,0.03,0.03,ae22007ac0a4f7e477e0df0020ba7d6c1f6ca7e6445f70efe6ab22cbfbddad95,-3.038689732994338e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.355453526454237,0.5204452686786932,0.7555556196392741,0.0,0.0,,M1,True,True,[],0.1012,0.021,1.4423e-06,0.06,0.1423,True,0.0012,True,0.0482,0.0282,-1,0.0057,2.1684e-19,"[0.0057, 0.0482, -0.0282, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,False,False,False,True
17,92623017,P6_D_HIGH_RHO30,M2,100,400,40000,0.3,0.1,0.02,0.03,0.03,ae22007ac0a4f7e477e0df0020ba7d6c1f6ca7e6445f70efe6ab22cbfbddad95,-3.038689732994338e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.355453526454237,0.5204452686786932,0.7555556196392741,0.0,0.0,,M2,True,True,[],0.1014,0.0208,1.0911e-06,0.0606,0.1422,True,0.0014,True,0.0311,0.0,NA,0.0045,0.0,"[0.0045, 0.0311, 0]","[0, 0, 0]",model_slope_sd_zero,True,False,False,False
18,92623018,P6_A_LOW_RHO0,M1,24,100,2400,0.0,0.1,0.02,0.03,0.03,10b1c8b32b23fb4e1a0c0c9845c6414eb9926ab2f73b32641d9ee1a04bf86e12,-1.936075737554416e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.2620915362562646,0.5364439882852287,0.7404799128789059,0.0,0.0,,M1,True,True,boundary (singular) fit: see help('isSingular'),0.2096,0.0851,0.0138,0.0428,0.3765,True,0.1096,True,0.0,1.213e-07,NaN,0.115,0.0,"[0.115, 0, -1.213e-07, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,True,True,False,False
18,92623018,P6_A_LOW_RHO0,M2,24,100,2400,0.0,0.1,0.02,0.03,0.03,10b1c8b32b23fb4e1a0c0c9845c6414eb9926ab2f73b32641d9ee1a04bf86e12,-1.936075737554416e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.2620915362562646,0.5364439882852287,0.7404799128789059,0.0,0.0,,M2,True,True,boundary (singular) fit: see help('isSingular'),0.2096,0.0851,0.0138,0.0428,0.3765,True,0.1096,True,0.0,0.0,NA,0.115,0.0,"[0.115, 0, 0]","[0, 0, 0]",model_slope_sd_zero,True,True,False,False
18,92623018,P6_B_LOW_RHO30,M1,24,100,2400,0.3,0.1,0.02,0.03,0.03,10b1c8b32b23fb4e1a0c0c9845c6414eb9926ab2f73b32641d9ee1a04bf86e12,-1.936075737554416e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.501258121994928,0.5364439882852287,0.7418032256345004,0.0,0.0,,M1,True,True,boundary (singular) fit: see help('isSingular'),0.2096,0.0851,0.0138,0.0428,0.3765,True,0.1096,True,0.0,1.213e-07,NaN,0.115,0.0,"[0.115, 0, -1.213e-07, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,True,True,False,False
18,92623018,P6_B_LOW_RHO30,M2,24,100,2400,0.3,0.1,0.02,0.03,0.03,10b1c8b32b23fb4e1a0c0c9845c6414eb9926ab2f73b32641d9ee1a04bf86e12,-1.936075737554416e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.501258121994928,0.5364439882852287,0.7418032256345004,0.0,0.0,,M2,True,True,boundary (singular) fit: see help('isSingular'),0.2096,0.0851,0.0138,0.0428,0.3765,True,0.1096,True,0.0,0.0,NA,0.115,0.0,"[0.115, 0, 0]","[0, 0, 0]",model_slope_sd_zero,True,True,False,False
18,92623018,P6_C_HIGH_RHO0,M1,100,400,40000,0.0,0.1,0.02,0.03,0.03,cf730de8a74f36a435033fc0f9a4d045456cbbc1321c75b0d17ec11ffdd556f9,0.0,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.09095170018337863,0.5238352897393941,0.7440270355210518,0.0,0.0,,M1,True,True,[],0.1232,0.0225,4.2958e-08,0.0791,0.1672,True,0.0232,True,0.1062,0.0847,-1,0.0449,1.7347e-18,"[0.0449, 0.1062, -0.0847, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,False,False,False,True
18,92623018,P6_C_HIGH_RHO0,M2,100,400,40000,0.0,0.1,0.02,0.03,0.03,cf730de8a74f36a435033fc0f9a4d045456cbbc1321c75b0d17ec11ffdd556f9,0.0,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.09095170018337863,0.5238352897393941,0.7440270355210518,0.0,0.0,,M2,True,True,[],0.1245,0.0208,2.2147e-09,0.0837,0.1653,True,0.0245,True,0.064,1.9882e-07,NA,0.0455,3.9529e-14,"[0.0455, 0.064, 1.9882e-07]","[0, 0, 0]",model_slope_sd_zero,True,False,False,False
18,92623018,P6_D_HIGH_RHO30,M1,100,400,40000,0.3,0.1,0.02,0.03,0.03,be50912a5b89ebf9c91a13f031564abbaa496261978ec0474a630dbd985d3442,0.0,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.3321954181827555,0.5238352897393941,0.7453384816194264,0.0,0.0,,M1,True,False,[],0.1228,0.0224,4.1646e-08,0.0789,0.1666,True,0.0228,True,0.1061,0.0822,-0.9926,0.0459,0.0001,"[0.0459, 0.1061, -0.0815, 0.01]","[0, 0, '-Inf', 0]",non_singular,False,False,False,False
18,92623018,P6_D_HIGH_RHO30,M2,100,400,40000,0.3,0.1,0.02,0.03,0.03,be50912a5b89ebf9c91a13f031564abbaa496261978ec0474a630dbd985d3442,0.0,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.3321954181827555,0.5238352897393941,0.7453384816194264,0.0,0.0,,M2,True,True,[],0.1241,0.0208,2.5134e-09,0.0833,0.1649,True,0.0241,True,0.066,0.0,NA,0.0464,0.0,"[0.0464, 0.066, 0]","[0, 0, 0]",model_slope_sd_zero,True,False,False,False
19,92623019,P6_A_LOW_RHO0,M1,24,100,2400,0.0,0.1,0.02,0.03,0.03,4d7b208ad3f23ca20ab5d61a3f2b30ffef8419af816bfb4226c5debe6750ede8,4.992386722844886e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,-0.11185444362395727,0.548578282135436,0.711989679686363,0.0,0.0,,M1,True,True,boundary (singular) fit: see help('isSingular'),-0.0185,0.0861,0.8302,-0.1873,0.1504,False,-0.1185,True,0.1993,0.0681,-1,0.1152,8.6736e-19,"[0.1152, 0.1993, -0.0681, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,False,False,False,True
19,92623019,P6_A_LOW_RHO0,M2,24,100,2400,0.0,0.1,0.02,0.03,0.03,4d7b208ad3f23ca20ab5d61a3f2b30ffef8419af816bfb4226c5debe6750ede8,4.992386722844886e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,-0.11185444362395727,0.548578282135436,0.711989679686363,0.0,0.0,,M2,True,True,boundary (singular) fit: see help('isSingular'),-0.0156,0.085,0.8548,-0.1822,0.1511,False,-0.1156,True,0.1637,0.0,NA,0.1161,0.0,"[0.1161, 0.1637, 0]","[0, 0, 0]",model_slope_sd_zero,True,False,False,False
19,92623019,P6_B_LOW_RHO30,M1,24,100,2400,0.3,0.1,0.02,0.03,0.03,4d7b208ad3f23ca20ab5d61a3f2b30ffef8419af816bfb4226c5debe6750ede8,4.992386722844886e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.1567123243765919,0.548578282135436,0.7130737697695522,0.0,0.0,,M1,True,True,boundary (singular) fit: see help('isSingular'),-0.0185,0.0861,0.8302,-0.1873,0.1504,False,-0.1185,True,0.1993,0.0681,-1,0.1152,8.6736e-19,"[0.1152, 0.1993, -0.0681, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,False,False,False,True
19,92623019,P6_B_LOW_RHO30,M2,24,100,2400,0.3,0.1,0.02,0.03,0.03,4d7b208ad3f23ca20ab5d61a3f2b30ffef8419af816bfb4226c5debe6750ede8,4.992386722844886e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.1567123243765919,0.548578282135436,0.7130737697695522,0.0,0.0,,M2,True,True,boundary (singular) fit: see help('isSingular'),-0.0156,0.085,0.8548,-0.1822,0.1511,False,-0.1156,True,0.1637,0.0,NA,0.1161,0.0,"[0.1161, 0.1637, 0]","[0, 0, 0]",model_slope_sd_zero,True,False,False,False
19,92623019,P6_C_HIGH_RHO0,M1,100,400,40000,0.0,0.1,0.02,0.03,0.03,adb327c13b2e6373fd2e96ddc0497b9060579cbd2422173e587f7aba288fb51e,-6.371283769504943e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,-0.03106346070806308,0.5143142429432076,0.7323413897441,0.0,0.0,,M1,True,True,[],0.1039,0.0209,6.5633e-07,0.0629,0.1448,True,0.0039,True,0.0358,0.015,1,0.0879,5.0293e-09,"[0.0879, 0.0358, 0.015, 0.0001]","[0, 0, '-Inf', 0]",model_corr_boundary,False,False,False,True
19,92623019,P6_C_HIGH_RHO0,M2,100,400,40000,0.0,0.1,0.02,0.03,0.03,adb327c13b2e6373fd2e96ddc0497b9060579cbd2422173e587f7aba288fb51e,-6.371283769504943e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,-0.03106346070806308,0.5143142429432076,0.7323413897441,0.0,0.0,,M2,True,False,[],0.1038,0.021,7.7497e-07,0.0626,0.145,True,0.0038,True,0.0409,0.027,NA,0.0879,0.0007,"[0.0879, 0.0409, 0.027]","[0, 0, 0]",non_singular,False,False,False,False
19,92623019,P6_D_HIGH_RHO30,M1,100,400,40000,0.3,0.1,0.02,0.03,0.03,e8173cf60795d224659bf043acfbe12e4473c926d642bc65b8c04c279af18c0a,-6.371283769504943e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.2375138105451849,0.5143142429432076,0.7340514753707346,0.0,0.0,,M1,True,True,[],0.1041,0.0209,6.278e-07,0.0631,0.1451,True,0.0041,True,0.0364,0.0163,1,0.0874,1.5756e-10,"[0.0874, 0.0364, 0.0163, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,False,False,False,True
19,92623019,P6_D_HIGH_RHO30,M2,100,400,40000,0.3,0.1,0.02,0.03,0.03,e8173cf60795d224659bf043acfbe12e4473c926d642bc65b8c04c279af18c0a,-6.371283769504943e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.2375138105451849,0.5143142429432076,0.7340514753707346,0.0,0.0,,M2,True,False,[],0.104,0.021,7.5344e-07,0.0628,0.1452,True,0.004,True,0.0419,0.0285,NA,0.0874,0.0008,"[0.0874, 0.0419, 0.0285]","[0, 0, 0]",non_singular,False,False,False,False
20,92623020,P6_A_LOW_RHO0,M1,24,100,2400,0.0,0.1,0.02,0.03,0.03,1c05f018aeccee6284551d442b676f9dc9a6348ca0f336f3c3583ef58e30ed95,-8.815649465692464e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.3143405628565625,0.5122031492062696,0.7203273474147088,0.0,0.0,,M1,True,True,boundary (singular) fit: see help('isSingular'),0.0751,0.0958,0.4333,-0.1127,0.2629,False,-0.0249,True,0.2402,0.2213,-0.3504,3.3635e-08,0.0342,"[3.3635e-08, 0.2402, -0.0776, 0.2073]","[0, 0, '-Inf', 0]",item_intercept_sd_zero,False,False,True,False
20,92623020,P6_A_LOW_RHO0,M2,24,100,2400,0.0,0.1,0.02,0.03,0.03,1c05f018aeccee6284551d442b676f9dc9a6348ca0f336f3c3583ef58e30ed95,-8.815649465692464e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.3143405628565625,0.5122031492062696,0.7203273474147088,0.0,0.0,,M2,True,True,boundary (singular) fit: see help('isSingular'),0.0767,0.0916,0.4027,-0.1029,0.2563,False,-0.0233,True,0.2126,0.1739,NA,0.0,0.0302,"[0, 0.2126, 0.1739]","[0, 0, 0]",item_intercept_sd_zero,False,False,True,False
20,92623020,P6_B_LOW_RHO30,M1,24,100,2400,0.3,0.1,0.02,0.03,0.03,b4a56662d850d888fdc1cf10c071effef1b5fe22c2d654b2d91a34ed7cfecbd4,-8.815649465692464e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.5825393654002405,0.5122031492062696,0.7220774482466206,0.0,0.0,,M1,True,True,boundary (singular) fit: see help('isSingular'),0.0718,0.0962,0.4554,-0.1167,0.2603,False,-0.0282,True,0.2407,0.2251,-0.3354,0.0,0.0358,"[0, 0.2407, -0.0755, 0.2121]","[0, 0, '-Inf', 0]",item_intercept_sd_zero,False,False,True,False
20,92623020,P6_B_LOW_RHO30,M2,24,100,2400,0.3,0.1,0.02,0.03,0.03,b4a56662d850d888fdc1cf10c071effef1b5fe22c2d654b2d91a34ed7cfecbd4,-8.815649465692464e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.5825393654002405,0.5122031492062696,0.7220774482466206,0.0,0.0,,M2,True,True,boundary (singular) fit: see help('isSingular'),0.0733,0.0921,0.4261,-0.1073,0.254,False,-0.0267,True,0.2141,0.1802,NA,1.1859e-07,0.0325,"[1.1859e-07, 0.2141, 0.1802]","[0, 0, 0]",item_intercept_sd_zero,False,False,True,False
20,92623020,P6_C_HIGH_RHO0,M1,100,400,40000,0.0,0.1,0.02,0.03,0.03,c9643b7ffb51ee92c346a334313733dc5511a3744dc0f63a5f1be98ef66929d7,1.5168393867460772e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.12285190366649147,0.508562923943645,0.7281381593589412,0.0,0.0,,M1,True,True,[],0.0972,0.0208,2.8578e-06,0.0565,0.1379,True,-0.0028,True,0.0748,0.0026,1,0.0,8.4703e-22,"[0, 0.0748, 0.0026, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,False,False,True,True
20,92623020,P6_C_HIGH_RHO0,M2,100,400,40000,0.0,0.1,0.02,0.03,0.03,c9643b7ffb51ee92c346a334313733dc5511a3744dc0f63a5f1be98ef66929d7,1.5168393867460772e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.12285190366649147,0.508562923943645,0.7281381593589412,0.0,0.0,,M2,True,True,[],0.0972,0.0208,2.8855e-06,0.0565,0.1379,True,-0.0028,True,0.0761,0.0,NA,2.6098e-07,1.2145e-10,"[2.6098e-07, 0.0761, 0]","[0, 0, 0]",model_slope_sd_zero,True,False,True,False
20,92623020,P6_D_HIGH_RHO30,M1,100,400,40000,0.3,0.1,0.02,0.03,0.03,95fa5a2e664b88345d39f1bdc0aae19282f9c928a0258fe88f2a21995af27a34,1.5168393867460772e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.4428173515009351,0.508562923943645,0.7298577130598837,0.0,0.0,,M1,True,True,[],0.0977,0.0208,2.5509e-06,0.057,0.1385,True,-0.0023,True,0.0762,0.0074,1,0.0,-1.3553e-20,"[0, 0.0762, 0.0074, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,False,False,True,True
20,92623020,P6_D_HIGH_RHO30,M2,100,400,40000,0.3,0.1,0.02,0.03,0.03,95fa5a2e664b88345d39f1bdc0aae19282f9c928a0258fe88f2a21995af27a34,1.5168393867460772e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.4428173515009351,0.508562923943645,0.7298577130598837,0.0,0.0,,M2,True,True,[],0.0976,0.0208,2.6045e-06,0.0569,0.1383,True,-0.0024,True,0.0798,0.0,NA,0.0,1.9044e-10,"[0, 0.0798, 0]","[0, 0, 0]",model_slope_sd_zero,True,False,True,False
21,92623021,P6_A_LOW_RHO0,M1,24,100,2400,0.0,0.1,0.02,0.03,0.03,94816bff5133727380d83f1916e70f4a7a2ef55cc01c3e7b9da18f938500ce1a,-4.770450524847451e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,-0.2204496913014184,0.5306782479527806,0.7195880156771113,0.0,0.0,,M1,True,True,boundary (singular) fit: see help('isSingular'),-0.0098,0.0926,0.9161,-0.1912,0.1717,False,-0.1098,True,0.1382,0.1647,-0.6601,0.0,0.0076,"[0, 0.1382, -0.1087, 0.1237]","[0, 0, '-Inf', 0]",item_intercept_sd_zero,False,False,True,False
21,92623021,P6_A_LOW_RHO0,M2,24,100,2400,0.0,0.1,0.02,0.03,0.03,94816bff5133727380d83f1916e70f4a7a2ef55cc01c3e7b9da18f938500ce1a,-4.770450524847451e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,-0.2204496913014184,0.5306782479527806,0.7195880156771113,0.0,0.0,,M2,True,True,boundary (singular) fit: see help('isSingular'),-0.0079,0.0882,0.9283,-0.1808,0.1649,False,-0.1079,True,0.0954,0.0905,NA,0.0,0.0082,"[0, 0.0954, 0.0905]","[0, 0, 0]",item_intercept_sd_zero,False,False,True,False
21,92623021,P6_B_LOW_RHO30,M1,24,100,2400,0.3,0.1,0.02,0.03,0.03,6132ed0f3cb2774014bac51df342907bddd96c588dd26c192bd4c078a7ce4b58,-4.770450524847451e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.11479530308597147,0.5306782479527806,0.7208226389186333,0.0,0.0,,M1,True,True,boundary (singular) fit: see help('isSingular'),-0.006,0.0925,0.9487,-0.1873,0.1754,False,-0.106,True,0.1384,0.1641,-0.6392,0.0,0.008,"[0, 0.1384, -0.1049, 0.1262]","[0, 0, '-Inf', 0]",item_intercept_sd_zero,False,False,True,False
21,92623021,P6_B_LOW_RHO30,M2,24,100,2400,0.3,0.1,0.02,0.03,0.03,6132ed0f3cb2774014bac51df342907bddd96c588dd26c192bd4c078a7ce4b58,-4.770450524847451e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.11479530308597147,0.5306782479527806,0.7208226389186333,0.0,0.0,,M2,True,True,boundary (singular) fit: see help('isSingular'),-0.0042,0.0883,0.9622,-0.1773,0.1689,False,-0.1042,True,0.0974,0.0931,NA,0.0,0.0087,"[0, 0.0974, 0.0931]","[0, 0, 0]",item_intercept_sd_zero,False,False,True,False
21,92623021,P6_C_HIGH_RHO0,M1,100,400,40000,0.0,0.1,0.02,0.03,0.03,9f465b27621188e2244219d4e6b317bbdcb187ef955918b53e121e6297fd688e,7.710589743426674e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.07452085300285695,0.5264729723097401,0.7270460128960354,0.0,0.0,,M1,True,True,[],0.086,0.021,0.0,0.0449,0.127,True,-0.014,True,0.0633,0.0264,-1,0.0,1.2651e-12,"[0, 0.0633, -0.0264, 1.2183e-06]","[0, 0, '-Inf', 0]",model_corr_boundary,False,False,True,True
21,92623021,P6_C_HIGH_RHO0,M2,100,400,40000,0.0,0.1,0.02,0.03,0.03,9f465b27621188e2244219d4e6b317bbdcb187ef955918b53e121e6297fd688e,7.710589743426674e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.07452085300285695,0.5264729723097401,0.7270460128960354,0.0,0.0,,M2,True,True,[],0.0863,0.0208,0.0,0.0456,0.127,True,-0.0137,True,0.0499,0.0,NA,0.0,0.0,"[0, 0.0499, 0]","[0, 0, 0]",model_slope_sd_zero,True,False,True,False
21,92623021,P6_D_HIGH_RHO30,M1,100,400,40000,0.3,0.1,0.02,0.03,0.03,6d09a6e3e55af0136bcf813200e1ed32a922a4051f20de50e040b8268317c8bb,7.710589743426674e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.3526354398431631,0.5264729723097401,0.7281827097021494,0.0,0.0,,M1,True,True,[],0.0854,0.0209,0.0,0.0444,0.1263,True,-0.0146,True,0.063,0.0208,-1,0.0,-5.421e-20,"[0, 0.063, -0.0208, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,False,False,True,True
21,92623021,P6_D_HIGH_RHO30,M2,100,400,40000,0.3,0.1,0.02,0.03,0.03,6d09a6e3e55af0136bcf813200e1ed32a922a4051f20de50e040b8268317c8bb,7.710589743426674e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.3526354398431631,0.5264729723097401,0.7281827097021494,0.0,0.0,,M2,True,True,[],0.0857,0.0208,0.0,0.0449,0.1264,True,-0.0143,True,0.0526,3.1038e-07,NA,0.0,9.6335e-14,"[0, 0.0526, 3.1038e-07]","[0, 0, 0]",model_slope_sd_zero,True,False,True,False
22,92623022,P6_A_LOW_RHO0,M1,24,100,2400,0.0,0.1,0.02,0.03,0.03,393570a243072ab4b797cb2e200b535c67283ee12cfe0b368c1a9c6ec6c5d597,0.0,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,-0.0754050062229344,0.5206375627269105,0.7350444516796303,0.0,0.0,,M1,True,True,boundary (singular) fit: see help('isSingular'),0.073,0.0929,0.432,-0.1091,0.2551,False,-0.027,True,0.0,0.1879,NaN,1.2656e-07,0.0,"[1.2656e-07, 0, -0.1692, 0.0817]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,False,True,True,False
